Authors_l,Title_l,Keywords_l,Authors_raw_l,Title_raw_l,Keywords_raw_l,Authors_r,Title_r,Keywords_r,Authors_raw_r,Title_raw_r,Keywords_raw_r
"['alguliyev r', 'imamverdiyev y', 'sukhostat l', 'bayramov r']","['plant', 'disease', 'detection', 'based', 'on', 'a', 'deep', 'model']","['deep learning', 'machine learning', 'plant disease identification', 'plant leaves']","Alguliyev R,Imamverdiyev Y,Sukhostat L,Bayramov R",Plant disease detection based on a deep model,"Deep learning,Machine learning,Plant disease identification,Plant leaves","['su wh', 'zhang j', 'yang c', 'page r', 'szinyei t', 'hirsch cd', 'steffenson bj']","['automatic', 'evaluation', 'of', 'wheat', 'resistance', 'to', 'fusarium', 'head', 'blight', 'using', 'dual', 'mask-rcnn', 'deep', 'learning', 'frameworks', 'in', 'computer', 'vision']","['computer vision', 'deep learning', 'fusarium head blight', 'target recognition', 'wheat spike']","Su WH,Zhang J,Yang C,Page R,Szinyei T,Hirsch CD,Steffenson BJ",Automatic evaluation of wheat resistance to fusarium head blight using dual mask-rcnn deep learning frameworks in computer vision,"Computer vision,Deep learning,Fusarium head blight,Target recognition,Wheat spike"
"['muñoz jp', 'boger r', 'dexter s', 'low r']","['mosquitoes', 'and', 'public', 'health:', 'improving', 'data', 'validation', 'of', 'citizen', 'science', 'contributions', 'using', 'computer', 'vision']","['citizen science', 'computer vision', 'mosquitoes', 'public health', 'vector-borne diseases']","Muñoz JP,Boger R,Dexter S,Low R",Mosquitoes and Public Health: Improving Data Validation of Citizen Science Contributions Using Computer Vision,"Citizen science,Computer vision,Mosquitoes,Public health,Vector-borne diseases","['williams s', 'zhao z', 'hafeez a', 'wong dc', 'relton sd', 'fang h', 'alty je']","['the', 'discerning', 'eye', 'of', 'computer', 'vision:', 'can', 'it', 'measure', ""parkinson's"", 'finger', 'tap', 'bradykinesia?']","['artificial intelligence', 'bradykinesia', 'computer vision', 'deeplabcut', 'finger tapping', ""parkinson's disease"", 'parkinsonism']","Williams S,Zhao Z,Hafeez A,Wong DC,Relton SD,Fang H,Alty JE",The discerning eye of computer vision: Can it measure Parkinson's finger tap bradykinesia?,"Artificial intelligence,Bradykinesia,Computer vision,DeepLabCut,Finger tapping,Parkinson's disease,Parkinsonism"
"['sánchez-brau m', 'domenech-amigot b', 'brocal-fernández f', 'quesada-rico ja', 'seguí-crespo m']","['prevalence', 'of', 'computer', 'vision', 'syndrome', 'and', 'its', 'relationship', 'with', 'ergonomic', 'and', 'individual', 'factors', 'in', 'presbyopic', 'vdt', 'workers', 'using', 'progressive', 'addition', 'lenses']","['computer vision syndrome', 'ergonomics', 'presbyopia', 'progressive addition lenses', 'video display terminals', 'workplace']","Sánchez-Brau M,Domenech-Amigot B,Brocal-Fernández F,Quesada-Rico JA,Seguí-Crespo M",Prevalence of Computer Vision Syndrome and Its Relationship with Ergonomic and Individual Factors in Presbyopic VDT Workers Using Progressive Addition Lenses,"computer vision syndrome,ergonomics,presbyopia,progressive addition lenses,video display terminals,workplace","['jorquera-chavez m', 'fuentes s', 'dunshea fr', 'warner rd', 'poblete t', 'unnithan rr', 'morrison rs', 'jongman ec']","['using', 'imagery', 'and', 'computer', 'vision', 'as', 'remote', 'monitoring', 'methods', 'for', 'early', 'detection', 'of', 'respiratory', 'disease', 'in', 'pigs']","['animal health', 'animal monitoring', 'contactless monitoring', 'non-invasive methods', 'physiological indicators']","Jorquera-Chavez M,Fuentes S,Dunshea FR,Warner RD,Poblete T,Unnithan RR,Morrison RS,Jongman EC",Using imagery and computer vision as remote monitoring methods for early detection of respiratory disease in pigs,"Animal health,Animal monitoring,Contactless monitoring,Non-invasive methods,Physiological indicators"
"['khemasuwan d', 'sorensen js', 'colt hg']","['artificial', 'intelligence', 'in', 'pulmonary', 'medicine:', 'computer', 'vision,', 'predictive', 'model', 'and', 'covid-19']","['artificial intelligent', 'deep learning', 'machine learning', 'pulmonary specialist']","Khemasuwan D,Sorensen JS,Colt HG","Artificial intelligence in pulmonary medicine: Computer vision, predictive model and covid-19","artificial intelligent,deep learning,machine learning,pulmonary specialist","['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['a', 'computer', 'vision', 'based', 'food', 'recognition', 'approach', 'for', 'controlling', 'inflammation', 'to', 'enhance', 'quality', 'of', 'life', 'of', 'psoriasis', 'patients']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']","Hridoy RH,Akter F,Mahfuzullah M,Ferdowsy F",A Computer Vision Based Food Recognition Approach for Controlling Inflammation to Enhance Quality of Life of Psoriasis Patients,"Computer Vision,Deep Learning,Food Recognition,Psoriasis,Transfer Learning"
"['muñoz jp', 'boger r', 'dexter s', 'low r']","['mosquitoes', 'and', 'public', 'health:', 'improving', 'data', 'validation', 'of', 'citizen', 'science', 'contributions', 'using', 'computer', 'vision']","['citizen science', 'computer vision', 'mosquitoes', 'public health', 'vector-borne diseases']","Muñoz JP,Boger R,Dexter S,Low R",Mosquitoes and Public Health: Improving Data Validation of Citizen Science Contributions Using Computer Vision,"Citizen science,Computer vision,Mosquitoes,Public health,Vector-borne diseases","['jorquera-chavez m', 'fuentes s', 'dunshea fr', 'warner rd', 'poblete t', 'unnithan rr', 'morrison rs', 'jongman ec']","['using', 'imagery', 'and', 'computer', 'vision', 'as', 'remote', 'monitoring', 'methods', 'for', 'early', 'detection', 'of', 'respiratory', 'disease', 'in', 'pigs']","['animal health', 'animal monitoring', 'contactless monitoring', 'non-invasive methods', 'physiological indicators']","Jorquera-Chavez M,Fuentes S,Dunshea FR,Warner RD,Poblete T,Unnithan RR,Morrison RS,Jongman EC",Using imagery and computer vision as remote monitoring methods for early detection of respiratory disease in pigs,"Animal health,Animal monitoring,Contactless monitoring,Non-invasive methods,Physiological indicators"
"['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['computer', 'vision,', 'iot', 'and', 'data', 'fusion', 'for', 'crop', 'disease', 'detection', 'using', 'machine', 'learning:', 'a', 'survey', 'and', 'ongoing', 'research']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R","Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing","['vij r', 'arora s']","['computer', 'vision', 'with', 'deep', 'learning', 'techniques', 'for', 'neurodegenerative', 'diseases', 'analysis', 'using', 'neuroimaging:', 'a', 'survey']","['artificial intelligence', 'computer vision', 'deep learning', 'medical imaging modalities', 'neurodegenerative diseases', 'neuroimages']","Vij R,Arora S",Computer Vision with Deep Learning Techniques for Neurodegenerative Diseases Analysis Using Neuroimaging: A Survey,"Artificial intelligence,Computer vision,Deep learning,Medical imaging modalities,Neurodegenerative diseases,Neuroimages"
"['tripathi mk', 'maktedar dd']","['a', 'role', 'of', 'computer', 'vision', 'in', 'fruits', 'and', 'vegetables', 'among', 'various', 'horticulture', 'products', 'of', 'agriculture', 'fields:', 'a', 'survey']","['agriculture', 'computer vision', 'data-analysis', 'defect detection', 'descriptor', 'monitoring', 'pre-processing', 'survey']","Tripathi MK,Maktedar DD",A role of computer vision in fruits and vegetables among various horticulture products of agriculture fields: A survey,"Agriculture,Computer vision,Data-analysis,Defect detection,Descriptor,Monitoring,Pre-processing,Survey","['abbaspour-gilandeh y', 'aghabara a', 'davari m', 'maja jm']","['feasibility', 'of', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques', 'in', 'detection', 'of', 'some', 'apple', 'pests', 'and', 'diseases']","['apple capsid', 'apple russeting', 'early detection', 'image processing', 'pest', 'sparse coding']","Abbaspour-Gilandeh Y,Aghabara A,Davari M,Maja JM",Feasibility of Using Computer Vision and Artificial Intelligence Techniques in Detection of Some Apple Pests and Diseases,"Apple capsid,Apple russeting,Early detection,Image processing,Pest,Sparse coding"
"['tian h', 'wang t', 'liu y', 'qiao x', 'li y']","['computer', 'vision', 'technology', 'in', 'agricultural', 'automation', '—a', 'review']","['agricultural automation', 'computer vision', 'image processing', 'intelligent detection']","Tian H,Wang T,Liu Y,Qiao X,Li Y",Computer vision technology in agricultural automation —A review,"Agricultural automation,Computer vision,Image processing,Intelligent detection","['rupprechter s', 'morinan g', 'peng y', 'foltynie t', 'sibley k', 'weil rs', 'leyland la', 'baig f', 'morgante f', 'gilron r', 'wilt r', 'starr p', 'hauser ra', ""o'keeffe j""]","['a', 'clinically', 'interpretable', 'computer-vision', 'based', 'method', 'for', 'quantifying', 'gait', 'in', ""parkinson's"", 'disease']","['computer vision', 'gait', 'interpretable machine learning', ""parkinson's disease"", 'pose estimation', 'time series analysis']","Rupprechter S,Morinan G,Peng Y,Foltynie T,Sibley K,Weil RS,Leyland LA,Baig F,Morgante F,Gilron R,Wilt R,Starr P,Hauser RA,O'Keeffe J",A clinically interpretable computer-vision based method for quantifying gait in parkinson's disease,"Computer vision,Gait,Interpretable machine learning,Parkinson's disease,Pose estimation,Time series analysis"
"['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['computer', 'vision', 'and', 'radiology', 'for', 'covid-19', 'detection']","['covid-19', 'computer vision', 'radiology']","Punia R,Kumar L,Mujahid M,Rohilla R",Computer vision and radiology for COVID-19 detection,"COVID-19,Computer Vision,Radiology","['williams s', 'zhao z', 'hafeez a', 'wong dc', 'relton sd', 'fang h', 'alty je']","['the', 'discerning', 'eye', 'of', 'computer', 'vision:', 'can', 'it', 'measure', ""parkinson's"", 'finger', 'tap', 'bradykinesia?']","['artificial intelligence', 'bradykinesia', 'computer vision', 'deeplabcut', 'finger tapping', ""parkinson's disease"", 'parkinsonism']","Williams S,Zhao Z,Hafeez A,Wong DC,Relton SD,Fang H,Alty JE",The discerning eye of computer vision: Can it measure Parkinson's finger tap bradykinesia?,"Artificial intelligence,Bradykinesia,Computer vision,DeepLabCut,Finger tapping,Parkinson's disease,Parkinsonism"
"['fernandes af', 'dórea jr', 'rosa gj']","['image', 'analysis', 'and', 'computer', 'vision', 'applications', 'in', 'animal', 'sciences:', 'an', 'overview']","['automation', 'computer vision', 'high-throughput phenotyping', 'imaging', 'livestock', 'phenotyping', 'precision livestock', 'sensors']","Fernandes AF,Dórea JR,Rosa GJ",Image Analysis and Computer Vision Applications in Animal Sciences: An Overview,"automation,computer vision,high-throughput phenotyping,imaging,livestock,phenotyping,precision livestock,sensors","['uryasheva a', 'kalashnikova a', 'shadrin d', 'evteeva k', 'moskovtsev e', 'rodichenko n']","['computer', 'vision-based', 'platform', 'for', 'apple', 'leaves', 'segmentation', 'in', 'field', 'conditions', 'to', 'support', 'digital', 'phenotyping']","['computer vision', 'image processing', 'plant disease detection', 'precision agriculture', 'remote sensing']","Uryasheva A,Kalashnikova A,Shadrin D,Evteeva K,Moskovtsev E,Rodichenko N",Computer vision-based platform for apple leaves segmentation in field conditions to support digital phenotyping,"Computer vision,Image processing,Plant disease detection,Precision agriculture,Remote sensing"
"['tripathi mk', 'maktedar dd']","['a', 'role', 'of', 'computer', 'vision', 'in', 'fruits', 'and', 'vegetables', 'among', 'various', 'horticulture', 'products', 'of', 'agriculture', 'fields:', 'a', 'survey']","['agriculture', 'computer vision', 'data-analysis', 'defect detection', 'descriptor', 'monitoring', 'pre-processing', 'survey']","Tripathi MK,Maktedar DD",A role of computer vision in fruits and vegetables among various horticulture products of agriculture fields: A survey,"Agriculture,Computer vision,Data-analysis,Defect detection,Descriptor,Monitoring,Pre-processing,Survey","['shao h', 'pu j', 'mu j']","['pig-posture', 'recognition', 'based', 'on', 'computer', 'vision:', 'dataset', 'and', 'exploration']","['agricultural automation', 'automated breeding', 'computer vision', 'pig posture', 'posture recognition']","Shao H,Pu J,Mu J",Pig-posture recognition based on computer vision: Dataset and exploration,"Agricultural automation,Automated breeding,Computer vision,Pig posture,Posture recognition"
"['okinda c', 'nyalala i', 'korohou t', 'okinda c', 'wang j', 'achieng t', 'wamalwa p', 'mang t', 'shen m']","['a', 'review', 'on', 'computer', 'vision', 'systems', 'in', 'monitoring', 'of', 'poultry:', 'a', 'welfare', 'perspective']","['computer vision', 'deep learning', 'machine learning', 'monitoring', 'poultry', 'welfare']","Okinda C,Nyalala I,Korohou T,Okinda C,Wang J,Achieng T,Wamalwa P,Mang T,Shen M",A review on computer vision systems in monitoring of poultry: A welfare perspective,"Computer vision,Deep learning,Machine learning,Monitoring,Poultry,Welfare","['williams s', 'zhao z', 'hafeez a', 'wong dc', 'relton sd', 'fang h', 'alty je']","['the', 'discerning', 'eye', 'of', 'computer', 'vision:', 'can', 'it', 'measure', ""parkinson's"", 'finger', 'tap', 'bradykinesia?']","['artificial intelligence', 'bradykinesia', 'computer vision', 'deeplabcut', 'finger tapping', ""parkinson's disease"", 'parkinsonism']","Williams S,Zhao Z,Hafeez A,Wong DC,Relton SD,Fang H,Alty JE",The discerning eye of computer vision: Can it measure Parkinson's finger tap bradykinesia?,"Artificial intelligence,Bradykinesia,Computer vision,DeepLabCut,Finger tapping,Parkinson's disease,Parkinsonism"
"['vinitha v', 'velantina v']","['covid-19', 'facemask', 'detection', 'with', 'deep', 'learning', 'and', 'computer', 'vision']","['computer vision', 'deep learning', 'opencv']","Vinitha V,Velantina V",Covid-19 Facemask Detection With Deep Learning and Computer Vision,"computer vision,deep learning,opencv","['devi n', 'sarma kk', 'laskar s']","['design', 'of', 'an', 'intelligent', 'bean', 'cultivation', 'approach', 'using', 'computer', 'vision,', 'iot', 'and', 'spatio-temporal', 'deep', 'learning', 'structures']","['artificial intelligence', 'convolution neural network', 'learning based system', 'smart farming']","Devi N,Sarma KK,Laskar S","Design of an intelligent bean cultivation approach using computer vision, IoT and spatio-temporal deep learning structures","Artificial intelligence,Convolution neural network,Learning based system,Smart farming"
['tombe r'],"['computer', 'vision', 'for', 'smart', 'farming', 'and', 'sustainable', 'agriculture']","['big data processing', 'computer vision', 'deep learning', 'drones', 'machine learning', 'remote sensing images']",Tombe R,Computer Vision for Smart Farming and Sustainable Agriculture,"big data processing,computer vision,deep learning,drones,machine learning,remote sensing images","['jorquera-chavez m', 'fuentes s', 'dunshea fr', 'warner rd', 'poblete t', 'unnithan rr', 'morrison rs', 'jongman ec']","['using', 'imagery', 'and', 'computer', 'vision', 'as', 'remote', 'monitoring', 'methods', 'for', 'early', 'detection', 'of', 'respiratory', 'disease', 'in', 'pigs']","['animal health', 'animal monitoring', 'contactless monitoring', 'non-invasive methods', 'physiological indicators']","Jorquera-Chavez M,Fuentes S,Dunshea FR,Warner RD,Poblete T,Unnithan RR,Morrison RS,Jongman EC",Using imagery and computer vision as remote monitoring methods for early detection of respiratory disease in pigs,"Animal health,Animal monitoring,Contactless monitoring,Non-invasive methods,Physiological indicators"
