Authors_l,Authors_r,Title_l,Title_r,Keywords_l,Keywords_r,Authors_raw_l,Authors_raw_r,Title_raw_l,Title_raw_r,Keywords_raw_l,Keywords_raw_r,Flag,Pair of Article,Sim_Authors,Sim_Title,Sim_Keywords,Similarity
"['olveres j', 'gonzález g', 'torres f', 'moreno-tagle jc', 'carbajal-degante e', 'valencia-rodríguez a', 'méndez-sánchez n', 'escalante- ramírez b']","['alhasan as', 'aalam wa']","['what', 'is', 'new', 'in', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'in', 'medical', 'image', 'analysis', 'applications']","['magnitude', 'and', 'determinants', 'of', 'computer', 'vision', 'syndrome', 'among', 'radiologists', 'in', 'saudi', 'arabia:', 'a', 'national', 'survey']","['artificial intelligence (ai)', 'cardiology', 'computer vision (cv)', 'gastroenterology', 'medical image analysis', 'microscopy', 'neurodegenerative disorders', 'oncology', 'respiratory diseases']","['computer vision syndrome', 'eyestrain', 'occupational hazards', 'radiologists', 'saudi arabia']","Olveres J,González G,Torres F,Moreno-Tagle JC,Carbajal-Degante E,Valencia-Rodríguez A,Méndez-Sánchez N,Escalante- Ramírez B","Alhasan AS,Aalam WA",What is new in computer vision and artificial intelligence in medical image analysis applications,Magnitude and Determinants of Computer Vision Syndrome Among Radiologists in Saudi Arabia: A National Survey,"Artificial intelligence (AI),Cardiology,Computer vision (CV),Gastroenterology,Medical image analysis,Microscopy,Neurodegenerative disorders,Oncology,Respiratory diseases","Computer Vision Syndrome,Eyestrain,Occupational hazards,Radiologists,Saudi Arabia",0,635,0.0,0.16666666666666666,0.0,0.06666666666666667
"['jorquera-chavez m', 'fuentes s', 'dunshea fr', 'warner rd', 'poblete t', 'unnithan rr', 'morrison rs', 'jongman ec']","['su wh', 'zhang j', 'yang c', 'page r', 'szinyei t', 'hirsch cd', 'steffenson bj']","['using', 'imagery', 'and', 'computer', 'vision', 'as', 'remote', 'monitoring', 'methods', 'for', 'early', 'detection', 'of', 'respiratory', 'disease', 'in', 'pigs']","['automatic', 'evaluation', 'of', 'wheat', 'resistance', 'to', 'fusarium', 'head', 'blight', 'using', 'dual', 'mask-rcnn', 'deep', 'learning', 'frameworks', 'in', 'computer', 'vision']","['animal health', 'animal monitoring', 'contactless monitoring', 'non-invasive methods', 'physiological indicators']","['computer vision', 'deep learning', 'fusarium head blight', 'target recognition', 'wheat spike']","Jorquera-Chavez M,Fuentes S,Dunshea FR,Warner RD,Poblete T,Unnithan RR,Morrison RS,Jongman EC","Su WH,Zhang J,Yang C,Page R,Szinyei T,Hirsch CD,Steffenson BJ",Using imagery and computer vision as remote monitoring methods for early detection of respiratory disease in pigs,Automatic evaluation of wheat resistance to fusarium head blight using dual mask-rcnn deep learning frameworks in computer vision,"Animal health,Animal monitoring,Contactless monitoring,Non-invasive methods,Physiological indicators","Computer vision,Deep learning,Fusarium head blight,Target recognition,Wheat spike",0,636,0.0,0.16666666666666666,0.0,0.06666666666666667
"['al tawil l', 'aldokhayel s', 'zeitouni l', 'qadoumi t', 'hussein s', 'ahamed ss']","['hassan h', 'ren z', 'zhao h', 'huang s', 'li d', 'xiang s', 'kang y', 'chen s', 'huang b']","['prevalence', 'of', 'self-reported', 'computer', 'vision', 'syndrome', 'symptoms', 'and', 'its', 'associated', 'factors', 'among', 'university', 'students']","['review', 'and', 'classification', 'of', 'ai-enabled', 'covid-19', 'ct', 'imaging', 'models', 'based', 'on', 'computer', 'vision', 'tasks']","['computer vision syndrome', 'saudi arabia', 'electronic devices', 'university students', 'vision problems']","['covid-19', 'covid-19 classification', 'covid-19 detection', 'covid-19 diagnosis', 'image segmentation']","Al Tawil L,Aldokhayel S,Zeitouni L,Qadoumi T,Hussein S,Ahamed SS","Hassan H,Ren Z,Zhao H,Huang S,Li D,Xiang S,Kang Y,Chen S,Huang B",Prevalence of self-reported computer vision syndrome symptoms and its associated factors among university students,Review and classification of AI-enabled COVID-19 CT imaging models based on computer vision tasks,"Computer vision syndrome,Saudi Arabia,electronic devices,university students,vision problems","COVID-19,COVID-19 classification,COVID-19 detection,COVID-19 diagnosis,Image segmentation",0,637,0.0,0.16666666666666666,0.0,0.06666666666666667
"['shao h', 'pu j', 'mu j']","['sood s', 'singh h']","['pig-posture', 'recognition', 'based', 'on', 'computer', 'vision:', 'dataset', 'and', 'exploration']","['computer', 'vision', 'and', 'machine', 'learning', 'based', 'approaches', 'for', 'food', 'security:', 'a', 'review']","['agricultural automation', 'automated breeding', 'computer vision', 'pig posture', 'posture recognition']","['convolutional neural network', 'deep learning', 'food ssecurity', 'smart farming']","Shao H,Pu J,Mu J","Sood S,Singh H",Pig-posture recognition based on computer vision: Dataset and exploration,Computer Vision and Machine Learning based approaches for Food Security: A Review,"Agricultural automation,Automated breeding,Computer vision,Pig posture,Posture recognition","Convolutional neural network,Deep learning,Food Ssecurity,Smart farming",0,638,0.0,0.16666666666666666,0.0,0.06666666666666667
"['vo tt', 'ko h', 'huh jh', 'kim y']","['alhasan as', 'aalam wa']","['overview', 'of', 'smart', 'aquaculture', 'system:', 'focusing', 'on', 'applications', 'of', 'machine', 'learning', 'and', 'computer', 'vision']","['magnitude', 'and', 'determinants', 'of', 'computer', 'vision', 'syndrome', 'among', 'radiologists', 'in', 'saudi', 'arabia:', 'a', 'national', 'survey']","['ai', 'application', 'artificial intelligent', 'machine learning', 'smart aquaculture']","['computer vision syndrome', 'eyestrain', 'occupational hazards', 'radiologists', 'saudi arabia']","Vo TT,Ko H,Huh JH,Kim Y","Alhasan AS,Aalam WA",Overview of smart aquaculture system: Focusing on applications of machine learning and computer vision,Magnitude and Determinants of Computer Vision Syndrome Among Radiologists in Saudi Arabia: A National Survey,"AI,Application,Artificial intelligent,Machine learning,Smart aquaculture","Computer Vision Syndrome,Eyestrain,Occupational hazards,Radiologists,Saudi Arabia",0,639,0.0,0.16666666666666666,0.0,0.06666666666666667
"['vo tt', 'ko h', 'huh jh', 'kim y']","['abbaspour-gilandeh y', 'aghabara a', 'davari m', 'maja jm']","['overview', 'of', 'smart', 'aquaculture', 'system:', 'focusing', 'on', 'applications', 'of', 'machine', 'learning', 'and', 'computer', 'vision']","['feasibility', 'of', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques', 'in', 'detection', 'of', 'some', 'apple', 'pests', 'and', 'diseases']","['ai', 'application', 'artificial intelligent', 'machine learning', 'smart aquaculture']","['apple capsid', 'apple russeting', 'early detection', 'image processing', 'pest', 'sparse coding']","Vo TT,Ko H,Huh JH,Kim Y","Abbaspour-Gilandeh Y,Aghabara A,Davari M,Maja JM",Overview of smart aquaculture system: Focusing on applications of machine learning and computer vision,Feasibility of Using Computer Vision and Artificial Intelligence Techniques in Detection of Some Apple Pests and Diseases,"AI,Application,Artificial intelligent,Machine learning,Smart aquaculture","Apple capsid,Apple russeting,Early detection,Image processing,Pest,Sparse coding",0,640,0.0,0.16666666666666666,0.0,0.06666666666666667
"['bhargava a', 'bansal a']","['alhasan as', 'aalam wa']","['novel', 'coronavirus', '(covid-19)', 'diagnosis', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques:', 'a', 'review']","['magnitude', 'and', 'determinants', 'of', 'computer', 'vision', 'syndrome', 'among', 'radiologists', 'in', 'saudi', 'arabia:', 'a', 'national', 'survey']","['covid-19', 'computed tomography', 'computer vision', 'coronavirus', 'machine learning']","['computer vision syndrome', 'eyestrain', 'occupational hazards', 'radiologists', 'saudi arabia']","Bhargava A,Bansal A","Alhasan AS,Aalam WA",Novel coronavirus (COVID-19) diagnosis using computer vision and artificial intelligence techniques: a review,Magnitude and Determinants of Computer Vision Syndrome Among Radiologists in Saudi Arabia: A National Survey,"COVID-19,Computed tomography,Computer vision,Coronavirus,Machine learning","Computer Vision Syndrome,Eyestrain,Occupational hazards,Radiologists,Saudi Arabia",0,641,0.0,0.16666666666666666,0.0,0.06666666666666667
"['muñoz jp', 'boger r', 'dexter s', 'low r']","['hassan h', 'ren z', 'zhao h', 'huang s', 'li d', 'xiang s', 'kang y', 'chen s', 'huang b']","['mosquitoes', 'and', 'public', 'health:', 'improving', 'data', 'validation', 'of', 'citizen', 'science', 'contributions', 'using', 'computer', 'vision']","['review', 'and', 'classification', 'of', 'ai-enabled', 'covid-19', 'ct', 'imaging', 'models', 'based', 'on', 'computer', 'vision', 'tasks']","['citizen science', 'computer vision', 'mosquitoes', 'public health', 'vector-borne diseases']","['covid-19', 'covid-19 classification', 'covid-19 detection', 'covid-19 diagnosis', 'image segmentation']","Muñoz JP,Boger R,Dexter S,Low R","Hassan H,Ren Z,Zhao H,Huang S,Li D,Xiang S,Kang Y,Chen S,Huang B",Mosquitoes and Public Health: Improving Data Validation of Citizen Science Contributions Using Computer Vision,Review and classification of AI-enabled COVID-19 CT imaging models based on computer vision tasks,"Citizen science,Computer vision,Mosquitoes,Public health,Vector-borne diseases","COVID-19,COVID-19 classification,COVID-19 detection,COVID-19 diagnosis,Image segmentation",0,642,0.0,0.16666666666666666,0.0,0.06666666666666667
"['muñoz jp', 'boger r', 'dexter s', 'low r']","['al tawil l', 'aldokhayel s', 'zeitouni l', 'qadoumi t', 'hussein s', 'ahamed ss']","['mosquitoes', 'and', 'public', 'health:', 'improving', 'data', 'validation', 'of', 'citizen', 'science', 'contributions', 'using', 'computer', 'vision']","['prevalence', 'of', 'self-reported', 'computer', 'vision', 'syndrome', 'symptoms', 'and', 'its', 'associated', 'factors', 'among', 'university', 'students']","['citizen science', 'computer vision', 'mosquitoes', 'public health', 'vector-borne diseases']","['computer vision syndrome', 'saudi arabia', 'electronic devices', 'university students', 'vision problems']","Muñoz JP,Boger R,Dexter S,Low R","Al Tawil L,Aldokhayel S,Zeitouni L,Qadoumi T,Hussein S,Ahamed SS",Mosquitoes and Public Health: Improving Data Validation of Citizen Science Contributions Using Computer Vision,Prevalence of self-reported computer vision syndrome symptoms and its associated factors among university students,"Citizen science,Computer vision,Mosquitoes,Public health,Vector-borne diseases","Computer vision syndrome,Saudi Arabia,electronic devices,university students,vision problems",0,643,0.0,0.16666666666666666,0.0,0.06666666666666667
"['muñoz jp', 'boger r', 'dexter s', 'low r']","['jain y', 'gandhi h', 'burte a', 'vora a']","['mosquitoes', 'and', 'public', 'health:', 'improving', 'data', 'validation', 'of', 'citizen', 'science', 'contributions', 'using', 'computer', 'vision']","['mental', 'and', 'physical', 'health', 'management', 'system', 'using', 'ml,', 'computer', 'vision', 'and', 'iot', 'sensor', 'network']","['citizen science', 'computer vision', 'mosquitoes', 'public health', 'vector-borne diseases']","['arduino uno', 'chatbot', 'image processing', 'iot', 'convolutional neural network']","Muñoz JP,Boger R,Dexter S,Low R","Jain Y,Gandhi H,Burte A,Vora A",Mosquitoes and Public Health: Improving Data Validation of Citizen Science Contributions Using Computer Vision,"Mental and Physical Health Management System Using ML, Computer Vision and IoT Sensor Network","Citizen science,Computer vision,Mosquitoes,Public health,Vector-borne diseases","Arduino UNO,Chatbot,Image processing,IoT,convolutional neural network",0,617,0.0,0.16666666666666666,0.0,0.06666666666666667
"['fernandes af', 'dórea jr', 'rosa gj']","['jorquera-chavez m', 'fuentes s', 'dunshea fr', 'warner rd', 'poblete t', 'unnithan rr', 'morrison rs', 'jongman ec']","['image', 'analysis', 'and', 'computer', 'vision', 'applications', 'in', 'animal', 'sciences:', 'an', 'overview']","['using', 'imagery', 'and', 'computer', 'vision', 'as', 'remote', 'monitoring', 'methods', 'for', 'early', 'detection', 'of', 'respiratory', 'disease', 'in', 'pigs']","['automation', 'computer vision', 'high-throughput phenotyping', 'imaging', 'livestock', 'phenotyping', 'precision livestock', 'sensors']","['animal health', 'animal monitoring', 'contactless monitoring', 'non-invasive methods', 'physiological indicators']","Fernandes AF,Dórea JR,Rosa GJ","Jorquera-Chavez M,Fuentes S,Dunshea FR,Warner RD,Poblete T,Unnithan RR,Morrison RS,Jongman EC",Image Analysis and Computer Vision Applications in Animal Sciences: An Overview,Using imagery and computer vision as remote monitoring methods for early detection of respiratory disease in pigs,"automation,computer vision,high-throughput phenotyping,imaging,livestock,phenotyping,precision livestock,sensors","Animal health,Animal monitoring,Contactless monitoring,Non-invasive methods,Physiological indicators",0,644,0.0,0.16666666666666666,0.0,0.06666666666666667
"['fernandes af', 'dórea jr', 'rosa gj']","['devi n', 'sarma kk', 'laskar s']","['image', 'analysis', 'and', 'computer', 'vision', 'applications', 'in', 'animal', 'sciences:', 'an', 'overview']","['design', 'of', 'an', 'intelligent', 'bean', 'cultivation', 'approach', 'using', 'computer', 'vision,', 'iot', 'and', 'spatio-temporal', 'deep', 'learning', 'structures']","['automation', 'computer vision', 'high-throughput phenotyping', 'imaging', 'livestock', 'phenotyping', 'precision livestock', 'sensors']","['artificial intelligence', 'convolution neural network', 'learning based system', 'smart farming']","Fernandes AF,Dórea JR,Rosa GJ","Devi N,Sarma KK,Laskar S",Image Analysis and Computer Vision Applications in Animal Sciences: An Overview,"Design of an intelligent bean cultivation approach using computer vision, IoT and spatio-temporal deep learning structures","automation,computer vision,high-throughput phenotyping,imaging,livestock,phenotyping,precision livestock,sensors","Artificial intelligence,Convolution neural network,Learning based system,Smart farming",0,858,0.0,0.16666666666666666,0.0,0.06666666666666667
"['sánchez-valerio mr', 'mohamed-noriega k', 'zamora-ginez i', 'duarte bg', 'vallejo-ruiz v']","['vinitha v', 'velantina v']","['dry', 'eye', 'disease', 'association', 'with', 'computer', 'exposure', 'time', 'among', 'subjects', 'with', 'computer', 'vision', 'syndrome']","['covid-19', 'facemask', 'detection', 'with', 'deep', 'learning', 'and', 'computer', 'vision']","['computer vision syndrome', 'dry eye disease']","['computer vision', 'deep learning', 'opencv']","Sánchez-Valerio MR,Mohamed-Noriega K,Zamora-Ginez I,Duarte BG,Vallejo-Ruiz V","Vinitha V,Velantina V",Dry eye disease association with computer exposure time among subjects with computer vision syndrome,Covid-19 Facemask Detection With Deep Learning and Computer Vision,"Computer vision syndrome,Dry eye disease","computer vision,deep learning,opencv",0,645,0.0,0.16666666666666666,0.0,0.06666666666666667
"['deepan p', 'sudha lr']","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['deep', 'learning', 'algorithm', 'and', 'its', 'applications', 'to', 'iot', 'and', 'computer', 'vision']","['computer', 'vision,', 'iot', 'and', 'data', 'fusion', 'for', 'crop', 'disease', 'detection', 'using', 'machine', 'learning:', 'a', 'survey', 'and', 'ongoing', 'research']","['adversarial network and encoder', 'convolutional network', 'deep learning', 'internet of things', 'recurrent network']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']","Deepan P,Sudha LR","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R",Deep Learning Algorithm and Its Applications to IoT and Computer Vision,"Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","Adversarial network and encoder,Convolutional network,Deep learning,Internet of Things,Recurrent network","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing",0,862,0.0,0.16666666666666666,0.0,0.06666666666666667
"['deepan p', 'sudha lr']","['luo c', 'pearson p', 'xu g', 'rich sm']","['deep', 'learning', 'algorithm', 'and', 'its', 'applications', 'to', 'iot', 'and', 'computer', 'vision']","['a', 'computer', 'vision-based', 'approach', 'for', 'tick', 'identification', 'using', 'deep', 'learning', 'models']","['adversarial network and encoder', 'convolutional network', 'deep learning', 'internet of things', 'recurrent network']","['computer vision', 'medical entomology', 'ticks']","Deepan P,Sudha LR","Luo C,Pearson P,Xu G,Rich SM",Deep Learning Algorithm and Its Applications to IoT and Computer Vision,A Computer Vision-Based Approach for Tick Identification Using Deep Learning Models,"Adversarial network and encoder,Convolutional network,Deep learning,Internet of Things,Recurrent network","Computer vision,Medical entomology,Ticks",0,646,0.0,0.16666666666666666,0.0,0.06666666666666667
